Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
2488,Single-arm kettlebell push-press,"The single-arm kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,9.3,Average,"Deltoids, Triceps, Core","1. Start with a kettlebell on the floor. 2. Clean the kettlebell to shoulder height. 3. Stand with feet shoulder-width apart. 4. Dip slightly by bending your knees, then press the kettlebell overhead using your legs for assistance. 5. Lower the kettlebell back to shoulder height and repeat."
2489,Two-Arm Kettlebell Military Press,"The Two-Arm Kettlebell Military Press is a strength exercise that targets the shoulders, triceps, and upper chest. Stand with your feet shoulder-width apart, hold a kettlebell in each hand at shoulder height, and press the weights overhead until your arms are fully extended. Lower the kettlebells back to the starting position and repeat.",Strength,Shoulders,Kettlebells,Beginner,8.7,Average,"Deltoids, Triceps",1. Stand with feet shoulder-width apart. 2. Hold a kettlebell in each hand at shoulder height. 3. Press both kettlebells overhead until your arms are fully extended. 4. Lower the kettlebells back to shoulder height and repeat.
2490,Alternating Kettlebell Press,The Alternating Kettlebell Press is a dynamic shoulder exercise that engages the deltoids and triceps. Begin by standing with a kettlebell in one hand at shoulder height. Press the kettlebell overhead while simultaneously lowering the other kettlebell to shoulder height. Alternate between arms for a set number of repetitions.,Strength,Shoulders,Kettlebells,Beginner,8.6,Average,"Deltoids, Triceps","1. Stand with a kettlebell in one hand at shoulder height. 2. Press the kettlebell overhead while lowering the other kettlebell to shoulder height. 3. Alternate arms, pressing one kettlebell while lowering the other for a set number of repetitions."
2491,Single-arm kettlebell snatch,"The single-arm kettlebell snatch is a kettlebell exercise that involves lifting a kettlebell overhead in a single motion. It is popular as a full-body strength and conditioning movement, but it's also competed for reps in Russian-style girevoy sport. A ""snatch test"" of max reps in 5 or 10 minutes is also a common measurement of conditioning in kettlebell training. It can be performed from the ground or with a swing",Strength,Shoulders,Kettlebells,Intermediate,8.6,Average,"Deltoids, Trapezius, Core","1. Start with a kettlebell on the ground between your feet. 2. Hinge at the hips and grasp the kettlebell. 3. In one explosive motion, lift the kettlebell overhead in a single motion. 4. Lower the kettlebell back to the ground and repeat."
2492,Single-arm kettlebell clean and jerk,"The single-arm kettlebell clean and jerk is a popular kettlebell movement that is performed both in an exercise setting and competitively as a part of Russian-style girevoy sport. It differs from a clean and push-press in that the lifter ""dips"" under the weight rather than simply using the legs to help push the weight up. Each rep of a clean and jerk is preceded by a clean at the start of each set. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,8.4,Average,"Deltoids, Triceps, Core","1. Start with a kettlebell on the ground. 2. Clean the kettlebell to shoulder height. 3. Dip under the weight by bending your knees, then jerk the kettlebell overhead. 4. Lower the kettlebell back to shoulder height and repeat."
2493,Kettlebell pirate ship,"The kettlebell pirate ship is a rotational shoulder and core-focused kettlebell movement. It demands the lifter raise the kettlebell to the side in both directions, emphasizing core strength in the transverse abdominis and obliques in particular. It is best learned with a light weight, using controlled movements in both directions.",Strength,Shoulders,Kettlebells,Intermediate,7.8,Average,"Deltoids, Core","1. Start with a kettlebell in one hand at your side. 2. Raise the kettlebell to the side, engaging your core. 3. Rotate your torso and lower the kettlebell back to the starting position. 4. Repeat on the other side."
2494,Two-Arm Kettlebell Clean,"The Two-Arm Kettlebell Clean is a powerful movement that works the entire body, focusing on the legs, back, and shoulders. Start with a kettlebell on the floor between your feet. Bend your knees and hinge at the hips to grasp the kettlebell with both hands. In one explosive motion, lift the kettlebell to your shoulders while keeping your elbows high and your back straight. Lower the kettlebell back to the starting position and repeat.",Strength,Shoulders,Kettlebells,Beginner,7.5,Average,"Deltoids, Triceps","1. Start with a kettlebell on the floor between your feet. 2. Bend your knees and hinge at the hips to grasp the kettlebell with both hands. 3. In one explosive motion, lift the kettlebell to your shoulders while keeping your elbows high. 4. Lower the kettlebell back to the starting position and repeat."
2495,Double Kettlebell Push Press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,7.5,Average,"Deltoids, Triceps, Core","1. Start with two kettlebells on the floor. 2. Clean both kettlebells to shoulder height. 3. Dip slightly by bending your knees, then press both kettlebells overhead using your legs for assistance. 4. Lower the kettlebells back to shoulder height and repeat."
2496,Kettlebell Seated Press,"The Kettlebell Seated Press is a strength exercise that targets the shoulders, triceps, and upper chest. It involves pressing a kettlebell overhead while seated, which helps to stabilize the core and improve shoulder mobility.",Strength,Shoulders,Kettlebells,Beginner,7.0,Average,"Deltoids, Triceps","Sit on a bench or sturdy surface with a kettlebell in one hand. Start with the kettlebell at shoulder height, palm facing you. Press the kettlebell overhead until your arm is fully extended. Lower the kettlebell back to the starting position while maintaining a stable core."
2497,Double Kettlebell Jerk,"The Double Kettlebell Jerk is a dynamic exercise that involves using two kettlebells to perform a powerful overhead press. It focuses on building explosive strength and coordination, engaging the legs, core, and shoulders.",Strength,Shoulders,Kettlebells,Beginner,7.0,Average,"Deltoids, Triceps, Core","Stand with your feet shoulder-width apart, holding a kettlebell in each hand at shoulder height. Dip slightly by bending your knees, then explosively drive through your legs while pressing the kettlebells overhead. Lock out your arms at the top and return to the starting position."
2498,Kettlebell Arnold Press,The Kettlebell Arnold Press is a variation of the traditional shoulder press that incorporates a rotational movement. It targets the deltoids and engages the upper chest while improving shoulder stability and mobility.,Strength,Shoulders,Kettlebells,Beginner,6.8,Average,"Deltoids, Triceps","Start seated or standing with a kettlebell in each hand at shoulder height, palms facing you. Rotate your palms outward as you press the kettlebells overhead. Lower them back down while rotating your palms back to the starting position."
2499,Double-kettlebell windmill,"The double-kettlebell windmill is an advanced kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. Because it involves holding one weight overhead while holding another under the torso, it builds strength across the core and stability in the shoulders. It doesn't work well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.",Strength,Shoulders,Kettlebells,Intermediate,3.0,Average,"Deltoids, Core, Obliques","Stand with your feet shoulder-width apart, holding one kettlebell overhead and the other kettlebell under your torso. Hinge at your hips and lower your torso towards the ground while keeping the kettlebell overhead stable. Return to standing while maintaining control of both kettlebells."
2500,One-Arm Kettlebell Split Snatch,"The One-Arm Kettlebell Split Snatch is an explosive movement that combines a snatch with a split stance. It develops power, coordination, and strength in the shoulders, back, and legs.",Strength,Shoulders,Kettlebells,Beginner,0.0,,"Deltoids, Trapezius, Core","Start with a kettlebell on the ground between your feet. Swing the kettlebell back between your legs, then explosively extend your hips and pull the kettlebell up, catching it overhead in a split stance. Return to the starting position."
2501,One-Arm Kettlebell Para Press,The One-Arm Kettlebell Para Press is a shoulder exercise that involves pressing a kettlebell overhead with one arm while maintaining a stable core. It enhances shoulder strength and stability.,Strength,Shoulders,Kettlebells,Beginner,0.0,,"Deltoids, Triceps, Core","Stand with your feet shoulder-width apart, holding a kettlebell in one hand at shoulder height. Press the kettlebell overhead while keeping your core tight and your body stable. Lower it back to shoulder height."
2502,One-Arm Kettlebell Split Jerk,"The One-Arm Kettlebell Split Jerk is a powerful overhead pressing movement that requires a split stance. It emphasizes explosive strength and coordination, engaging the legs and core.",Strength,Shoulders,Kettlebells,Beginner,0.0,,"Deltoids, Triceps, Core","Start with a kettlebell in one hand at shoulder height. Dip slightly by bending your knees, then explosively drive through your legs while pressing the kettlebell overhead into a split stance. Return to the starting position."
2503,One-Arm Kettlebell Military Press To The Side,"The One-Arm Kettlebell Military Press To The Side is a shoulder exercise that targets the deltoids and triceps. It involves pressing a kettlebell overhead to the side, enhancing shoulder stability and strength.",Strength,Shoulders,Kettlebells,Beginner,0.0,,"Deltoids, Triceps, Core","Stand with your feet shoulder-width apart, holding a kettlebell in one hand at shoulder height. Press the kettlebell overhead to the side, keeping your core engaged and your body stable. Lower it back to shoulder height."
2504,One-Arm Kettlebell Jerk,"The One-Arm Kettlebell Jerk is a dynamic exercise that involves lifting a kettlebell overhead using one arm. It focuses on developing shoulder strength, stability, and overall power. Start by holding a kettlebell in one hand at shoulder height, then dip slightly and drive through your legs to propel the kettlebell overhead, locking out your arm at the top.",Strength,Shoulders,Kettlebells,Beginner,0.0,,"Deltoids, Triceps, Core","Hold a kettlebell in one hand at shoulder height. Dip slightly by bending your knees, then drive through your legs to propel the kettlebell overhead. Lock out your arm at the top."
2505,Double Kettlebell Snatch,"The Double Kettlebell Snatch is an explosive full-body exercise that involves lifting two kettlebells from the ground to an overhead position in one fluid motion. This exercise enhances strength, power, and coordination. Begin with a kettlebell in each hand, hinge at the hips, and perform a powerful hip extension to snatch the kettlebells overhead, ensuring a strong lockout at the top.",Strength,Shoulders,Kettlebells,Beginner,0.0,,"Deltoids, Trapezius, Core","Begin with a kettlebell in each hand. Hinge at the hips and perform a powerful hip extension to lift the kettlebells from the ground to an overhead position in one fluid motion, ensuring a strong lockout at the top."
2506,Two-Arm Kettlebell Jerk,"The Two-Arm Kettlebell Jerk is a powerful overhead lifting movement that utilizes both arms to drive kettlebells overhead. This exercise builds shoulder strength, coordination, and explosive power. Start with a kettlebell in each hand at shoulder height, dip slightly by bending your knees, and then drive upward with your legs while pushing the kettlebells overhead, locking your arms out at the top.",Strength,Shoulders,Kettlebells,Beginner,0.0,,"Deltoids, Triceps","Start with a kettlebell in each hand at shoulder height. Dip slightly by bending your knees, then drive upward with your legs while pushing the kettlebells overhead. Lock your arms out at the top."
2507,FYR Kettlebell Power Clean,"The kettlebell power clean is an explosive kettlebell exercise where the lifter pulls the weight to shoulder level with a slight swing between the legs. It is often used as a drill to teach kettlebell clean technique, but is also a valuable power exercise in its own right. It can be performed in low rep ranges for strength or higher rep ranges for technique practice or muscle growth.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Trapezius, Core","Stand with a kettlebell between your legs. Hinge at the hips and swing the kettlebell back slightly. Explosively pull the kettlebell to shoulder level, keeping it close to your body, and then lower it back down with control."
2508,Kettlebell upright row,"The kettlebell upright row is an exercise targeting the muscles of the traps (trapezius), as well as the posterior muscles of the shoulders or deltoid muscles. It is common as a light- or moderate-weight accessory movement in upper-body or shoulder training, usually in rep ranges of 8-12 or more. It may not be appropriate for some people, depending on their shoulder health.",Strength,Shoulders,Kettlebells,Intermediate,,,"Trapezius, Deltoids","Stand with feet shoulder-width apart, holding a kettlebell with both hands. Pull the kettlebell up towards your chin, keeping your elbows higher than your wrists, and then lower it back down to the starting position."
2509,Kettlebell upright row and press,"The kettlebell upright row and press is a combination of two popular kettlebell movements in a single sequence. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss, or in a kettlebell complex or flow.",Conditioning,Shoulders,Kettlebells,Intermediate,,,"Trapezius, Deltoids","Start with a kettlebell in each hand at the sides. Perform an upright row by pulling the kettlebells up towards your chin, then transition directly into a press by pushing the kettlebells overhead. Lower back to the starting position and repeat."
2510,Single-arm kettlebell thruster,"The single-arm kettlebell thruster is a popular kettlebell movement that combines a kettlebell front squat with a kettlebell press. It is preceded by a clean at the start of each set, and you can perform a clean between each rep if you choose. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Quadriceps, Glutes","Start with a kettlebell on the floor. Clean the kettlebell to the rack position, then perform a front squat. As you rise from the squat, press the kettlebell overhead. Lower it back to the rack position and repeat."
2511,Double-kettlebell shoulder press,"The double-kettlebell shoulder press is a popular movement in strength and muscle-focused kettlebell workouts. Each set is started by cleaning the weights up to the rack position. The weights can optionally be re-cleaned between each rep, which is known as a clean and press. The double press can be trained in traditional strength or muscle-growth rep ranges (e.g., 5x5 or 8-12 reps per set), or in circuit-style fat-loss training or kettlebell complexes.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Trapezius, Triceps","Clean the kettlebells to the rack position. From there, press both kettlebells overhead simultaneously. Lower them back to the rack position and repeat. Optionally, you can re-clean the weights between each rep."
2512,Double-kettlebell push-press,"The double-kettlebell push-press is a popular kettlebell movement that involves performing a press with help from the muscles of the lower body. It is preceded by a double clean at the start of each set, and optionally you can perform a clean between each rep. It can be trained in traditional strength or muscle-building rep ranges, in circuit or fat-loss training, or as part of a larger kettlebell combination or complex.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Trapezius, Quadriceps","Start by performing a double clean to bring the kettlebells to the rack position. Stand with feet shoulder-width apart, engage your core, and press the kettlebells overhead, using your legs to assist in the movement. Lower the kettlebells back to the rack position and repeat."
2513,HM Kettlebell Windmill,"The HM Kettlebell Windmill is a dynamic exercise that targets the core, shoulders, and hips. It involves holding a kettlebell overhead while performing a windmill motion, bending at the waist to touch the ground with the opposite hand, and returning to the starting position.",Strength,Shoulders,Kettlebells,Intermediate,,,"Obliques, Deltoids","Stand with your feet shoulder-width apart, holding a kettlebell overhead with one arm. Bend at the waist, keeping your legs straight, and reach down with your opposite hand to touch the ground. Return to the starting position by engaging your core and standing upright."
2514,HM Kettlebell Z-Press,"The HM Kettlebell Z-Press is a seated overhead press that emphasizes shoulder strength and stability. While sitting on the floor with legs extended, you press the kettlebell overhead, engaging the core to maintain an upright posture.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Core",Sit on the floor with your legs extended in front of you. Hold a kettlebell in one hand at shoulder level. Engage your core and press the kettlebell overhead while maintaining an upright posture. Lower the kettlebell back to shoulder level and repeat.
2515,Taylor Half-Kneeling Kettlebell Halo,"The Taylor Half-Kneeling Kettlebell Halo is an exercise that improves shoulder mobility and core stability. From a half-kneeling position, you hold a kettlebell at chest level and move it around your head in a halo motion, keeping your core engaged.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Core","Begin in a half-kneeling position with a kettlebell held at chest level. Keep your core engaged and move the kettlebell around your head in a halo motion, ensuring to maintain control and stability throughout the movement. Return to the starting position."
2516,Taylor Towel Kettlebell Farmer's Walk,"The Taylor Towel Kettlebell Farmer's Walk is a functional strength exercise that involves carrying a kettlebell in one hand while holding a towel in the other. This exercise enhances grip strength, core stability, and overall body coordination.",Strength,Shoulders,Kettlebells,Intermediate,,,"Forearms, Grip, Deltoids","Stand tall with a kettlebell in one hand and a towel in the other. Walk forward while maintaining a strong grip on the kettlebell and towel, engaging your core for stability. Switch hands as needed to maintain balance and coordination."
2517,FYR2 Double-Kettlebell Alternating Press,"The FYR2 Double-Kettlebell Alternating Press is a powerful upper body exercise that targets the shoulders and triceps. Using two kettlebells, you alternate pressing them overhead while maintaining a strong core and stable stance.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Triceps",Stand with a kettlebell in each hand at shoulder height. Engage your core and press one kettlebell overhead while lowering the other back to shoulder level. Alternate pressing each kettlebell overhead in a controlled manner.
2518,FYR2 Double-Kettlebell Thruster,"The FYR2 Double-Kettlebell Thruster is a full-body movement that combines a squat and an overhead press. Holding two kettlebells at shoulder height, you squat down and then explosively press the kettlebells overhead as you stand up.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Trapezius, Quadriceps","Start with two kettlebells at shoulder height. Perform a squat by lowering your hips back and down, keeping your chest up. As you stand up, explosively press both kettlebells overhead, fully extending your arms. Lower the kettlebells back to shoulder height and repeat."
2519,FYR2 Half-Kneeling Kettlebell Clean,"The FYR2 Half-Kneeling Kettlebell Clean is a dynamic exercise that focuses on explosiveness and coordination. From a half-kneeling position, you perform a clean by lifting the kettlebell from the ground to the rack position in one fluid motion.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Trapezius, Core","Begin in a half-kneeling position with a kettlebell on the ground beside you. Reach down and lift the kettlebell in one smooth motion to the rack position at your shoulder, keeping your core engaged. Return the kettlebell to the ground and repeat."
2520,FYR2 Kettlebell Clean and Press,"The FYR2 Kettlebell Clean and Press is a full-body exercise that combines a kettlebell clean with an overhead press. It targets the shoulders, arms, and core while also engaging the legs and back during the clean phase.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Triceps","1. Start with the kettlebell on the ground between your feet. 2. Hinge at the hips and grasp the kettlebell with one hand. 3. Perform a kettlebell clean by driving through your legs and pulling the kettlebell up to your shoulder. 4. Once the kettlebell is at shoulder height, press it overhead by extending your arm fully. 5. Lower the kettlebell back to the starting position and repeat."
2521,FYR2 Kettlebell High Pull to Overhead Press,"The FYR2 Kettlebell High Pull to Overhead Press is a dynamic movement that starts with a high pull of the kettlebell followed by an overhead press. This exercise enhances shoulder strength, explosiveness, and overall upper body coordination.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Triceps","1. Begin with the kettlebell on the ground. 2. Perform a high pull by explosively pulling the kettlebell up towards your chin. 3. As the kettlebell reaches chest height, transition into an overhead press by pushing the kettlebell straight up. 4. Lower the kettlebell back to the starting position and repeat."
2522,FYR2 Kettlebell Swing Clean and Press,"The FYR2 Kettlebell Swing Clean and Press combines the kettlebell swing with a clean and an overhead press. This compound movement improves power, strength, and endurance, engaging multiple muscle groups throughout the body.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Triceps","1. Start with the kettlebell between your feet. 2. Perform a kettlebell swing to generate momentum. 3. As the kettlebell swings up, transition into a clean by pulling it to your shoulder. 4. From the clean position, press the kettlebell overhead. 5. Lower the kettlebell back to the starting position and repeat."
2523,FYR2 Single-Arm Kettlebell Press,"The FYR2 Single-Arm Kettlebell Press focuses on unilateral strength development. It targets the shoulders, triceps, and core stability, allowing for improved balance and coordination.",Strength,Shoulders,Kettlebells,Intermediate,,,Deltoids,"1. Stand with a kettlebell in one hand at shoulder height. 2. Engage your core and press the kettlebell overhead until your arm is fully extended. 3. Lower the kettlebell back to shoulder height with control. 4. Repeat for the desired number of repetitions, then switch arms."
2524,FYR2 Ascending-Rep High-Pull-Press Complex,"The FYR2 Ascending-Rep High-Pull-Press Complex is a challenging sequence that increases the number of repetitions with each set. It combines high pulls and presses, enhancing muscular endurance and cardiovascular fitness.",Strength,Shoulders,Kettlebells,Intermediate,,,"Deltoids, Triceps","1. Start with the kettlebell at your side. 2. Perform a high pull, bringing the kettlebell to chest height. 3. Immediately transition into an overhead press. 4. Increase the number of repetitions in each subsequent set, starting with one rep and adding one more each time."
2525,Dumbbell front raise to lateral raise,"The dumbbell front raise to lateral raise is a dumbbell complex that combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders. It is usually performed one rep of each movement at a time, although you could perform more reps of each, or increase the reps in successive rounds (e.g., 1 rep in round 1, 2 reps in round 2, etc.). No matter how you perform it, it targets both the anterior and medial deltoids, making it a great time-efficient shoulder burnout or accessory movement on an upper-body day.",Strength,Shoulders,Dumbbell,Intermediate,9.5,Average,Deltoids,1. Stand with a dumbbell in each hand at your sides. 2. Raise one dumbbell in front of you to shoulder height (front raise). 3. Lower it back down and immediately raise the other dumbbell out to the side to shoulder height (lateral raise). 4. Alternate between front raises and lateral raises for the desired number of repetitions.
2526,Single-arm palm-in dumbbell shoulder press,"The single-arm palm-in dumbbell shoulder press builds the shoulder muscles but with two major differences from the standard dumbbell shoulder press. It's done one arm at a time and the wrist stays neutral throughout the movement. It can be performed standing or seated. A single dumbbell press can be pursued as a strength goal, or trained in traditional muscle-building rep ranges such as 8-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,9.4,Average,"Deltoids, Triceps","1. Stand or sit with a dumbbell in one hand, palm facing in. 2. Press the dumbbell overhead while keeping your wrist neutral. 3. Lower the dumbbell back to shoulder height with control. 4. Repeat for the desired number of repetitions, then switch arms."
2527,Standing palms-in shoulder press,"The standing palms-in shoulder press is a dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Shoulders,Dumbbell,Intermediate,9.3,Average,Deltoids,"1. Stand with a dumbbell in each hand at shoulder height, palms facing in. 2. Press both dumbbells overhead until your arms are fully extended. 3. Lower the dumbbells back to shoulder height. 4. Repeat for the desired number of repetitions."
2528,Seated Dumbbell Press,"The seated dumbbell shoulder pressis an exercise for building muscle and strengthening the shoulders, particularly but not exclusively the front heads. The triceps also assist. Some lifters feel that using dumbbells versus a barbell reduced injury risk.",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average,"Deltoids, Triceps","Sit on a bench with back support, holding a dumbbell in each hand at shoulder height with palms facing forward. Press the dumbbells overhead until your arms are fully extended. Lower the dumbbells back to the starting position at shoulder height. Repeat for the desired number of reps."
2529,Standing dumbbell shoulder press,"The standing dumbbell shoulder press is a classic deltoid-building exercise that is common in gyms around the world. Performing the move standing up as opposed to seated allows more weight to be used and taxes the core more than seated presses. The standing press is worthy of being the main movement in a muscle-building shoulder workout, but is also a great strength movement and accessory for the bench press.",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average,"Deltoids, Triceps","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height. Press the dumbbells overhead until your arms are fully extended. Lower the dumbbells back to shoulder height. Repeat for the desired number of reps."
2530,Single-arm lateral raise,"The single-arm lateral raise is a shoulder exercise that targets the medial or middle head of the deltoid muscle. It's a staple strength-training move and is a great option for accessory work on upper-body training days. Hold on to a post for balance, or do it free-standing to challenge core strength and stability. It is usually performed for moderate to high reps, at least 8-12 reps per side, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average,Deltoids,"Stand or sit with a dumbbell in one hand, arm at your side. Raise the dumbbell out to the side until your arm is parallel to the ground, keeping a slight bend in your elbow. Lower the dumbbell back to the starting position. Repeat for the desired number of reps, then switch sides."
2531,Power Partials,"Power Partials are a strength training exercise that focuses on developing explosive power and strength in a specific range of motion. This exercise typically involves performing a partial lift of a weight, such as a squat or deadlift, to build strength in the muscles used during the full range of the lift.",Strength,Shoulders,Dumbbell,Beginner,9.1,Average,Deltoids,"Stand with your feet shoulder-width apart, holding a barbell or dumbbells at shoulder height. Perform a partial squat or deadlift by lowering the weight only partway down, focusing on explosive power as you lift back up. Repeat for the desired number of reps."
2532,Incline dumbbell reverse fly,"The incline dumbbell reverse fly is an upper-body exercise targeting the posterior or rear deltoids, as well as the postural muscles of the upper back. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average,"Posterior Deltoids, Upper Back","Lie face down on an incline bench, holding a dumbbell in each hand with arms hanging down. Raise the dumbbells out to the sides until your arms are parallel to the ground, squeezing your shoulder blades together. Lower the dumbbells back to the starting position. Repeat for the desired number of reps."
2533,Overhead dumbbell front raise,"The overhead dumbbell front raise takes the dumbbell front raise one step further, extending the motion all the way above the head. In addition to the shoulders, it activates and strengthens the muscles of the traps and upper back. It is usually performed for moderate to high reps, such as 8-15 reps or more. It can be part of a dynamic upper-body warm-up, performed as a muscle-building upper-body movement, or as a burnout movement on shoulder day.",Strength,Shoulders,Dumbbell,Intermediate,9.1,Average,"Anterior Deltoids, Trapezius, Upper Back","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at thigh level. Raise the dumbbells in front of you to shoulder height, then continue raising them overhead until your arms are fully extended. Lower the dumbbells back to the starting position. Repeat for the desired number of reps."
2534,Seated dumbbell shoulder press,"The seated dumbbell shoulder press is a popular exercise for building muscle and strength in the shoulders. The triceps also work hard in this lift. Many lifters find using dumbbells to be more comfortable and shoulder-friendly for this press variation than a barbell. This can be the primary pressing movement on an upper-body or shoulder day, or an effective accessory movement later in a workout.",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average,"Anterior Deltoids, Triceps","Sit on a bench with back support, holding a dumbbell in each hand at shoulder height with palms facing forward. Press the dumbbells overhead until your arms are fully extended. Lower the dumbbells back to shoulder height. Repeat for the desired number of reps."
2535,Alternating standing shoulder press,"The alternating standing shoulder press is a popular dumbbell exercise targeting the shoulders. It can be performed in strength-focused rep ranges, such as 5-8 reps per set, or for higher reps to build muscle or for conditioning.",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average,Anterior Deltoids,"Stand with your feet shoulder-width apart, holding a dumbbell in each hand at shoulder height. Press one dumbbell overhead while keeping the other at shoulder height. Alternate arms with each rep. Repeat for the desired number of reps."
2536,Single-arm incline rear delt raise,"The single-arm incline rear delt raise is an upper-body exercise targeting the posterior deltoids or shoulder muscles, as well as the postural muscles of the upper back. Training each side independently can help correct imbalances in size, strength, and shoulder stability. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more.",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average,"Posterior Deltoids, Upper Back","1. Set an incline bench to a comfortable angle. 2. Lie face down on the bench with a dumbbell in one hand. 3. Keep your arm straight and let the dumbbell hang down. 4. Raise the dumbbell out to the side, keeping a slight bend in your elbow. 5. Squeeze your shoulder blade at the top of the movement. 6. Lower the dumbbell back to the starting position. 7. Perform 10-15 reps, then switch arms."
2537,Alternating dumbbell front raise,"The alternating dumbbell front raise is a single-joint exercise targeting the shoulder muscles, particularly the front or anterior deltoids. Performing the movement one shoulder at a time gives a momentary rest to each side while the other is working, potentially allowing you to do more reps during each set. It is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average,Anterior Deltoids,"1. Stand with a dumbbell in each hand at your sides. 2. Raise one dumbbell in front of you to shoulder height, keeping your arm straight. 3. Lower the dumbbell back to your side. 4. Repeat with the other arm. 5. Continue alternating arms for 8-12 reps per arm."
2538,Alternating Deltoid Raise,The dumbbell front raise to lateral raise combines two exercises that build and strengthen the middle deltoids and the anterior deltoids of the shoulders.,Strength,Shoulders,Dumbbell,Intermediate,9.0,Average,"Anterior Deltoids, Middle Deltoids","1. Stand with a dumbbell in each hand at your sides. 2. Raise one dumbbell in front of you to shoulder height. 3. Without lowering the first dumbbell, raise the second dumbbell to the side to shoulder height. 4. Lower the first dumbbell back to your side, then lower the second dumbbell. 5. Alternate between front and lateral raises for 8-12 reps."
2539,Single-dumbbell front raise,"The single-dumbbell front raise is an isolation movement that targets the shoulders. In particular, it focuses on the anterior or front head of the deltoid muscles. By performing it with one dumbbell at a time, you can focus on each shoulder muscle independently and try to address muscular imbalances between shoulders. This movement is usually performed for moderate to high reps, at least 8-12 reps per set, as part of an upper-body or shoulder-focused workout.",Strength,Shoulders,Dumbbell,Intermediate,9.0,Average,Anterior Deltoids,"1. Stand with a dumbbell in one hand at your thigh. 2. Raise the dumbbell in front of you to shoulder height, keeping your arm straight. 3. Lower the dumbbell back to your thigh. 4. Switch to the other arm and repeat. 5. Perform 8-12 reps per arm."
2540,Arnold press,"Named after the iconic bodybuilder and movie star, the Arnold press adds rotation to a classic shoulder press. It allows the hands to rotate naturally, while also hitting all three heads of the deltoids in one motion. It is usually performed for moderate to high reps, such as 8-12 reps or more, as part of the upper-body or shoulder-focused portion of a workout.",Strength,Shoulders,Dumbbell,Intermediate,8.9,Average,"Anterior Deltoids, Lateral Deltoids, Posterior Deltoids","1. Sit or stand with a dumbbell in each hand at shoulder height, palms facing you. 2. Rotate your palms outward as you press the dumbbells overhead. 3. Lower the dumbbells back to shoulder height while rotating your palms back to face you. 4. Repeat for 8-12 reps."
