Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles,HowTo
2123,Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Cardio,Full Body,Body Only,Average,8.8,Average,"Chest, Shoulders, Arms, Abdominals, Legs",1. Start in a standing position. 2. Drop into a squat and place your hands on the ground. 3. Jump your feet back into a plank position. 4. Perform a push-up (optional). 5. Jump your feet back to the squat position and explode up into a jump.
2124,Trail Running/Walking,"Trail running/walking is a great way to engage in cardiovascular exercise while enjoying nature. It involves running or walking on trails, which can vary in difficulty and terrain.",Cardio,Legs,Body Only,Average,8.7,Average,"Quads, Hamstrings, Calves, Glutes","1. Choose a suitable trail for your fitness level. 2. Wear appropriate footwear for traction. 3. Start at a comfortable pace, focusing on your footing. 4. Adjust your speed and intensity according to the trail's difficulty."
2125,Scissors Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Power,Legs,Body Only,Intermediate,8.5,Average,"quads, glutes, hamstrings","1. Start in a standing position. 2. Jump into a lunge position, alternating legs with each jump. 3. Land softly and repeat for the desired number of reps or time."
2126,Jumping jack-,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",Cardio,Full Body,Body Only,Beginner,8.5,Average,full body,1. Stand upright with your feet together and arms at your sides. 2. Jump up while spreading your legs shoulder-width apart and raising your arms above your head. 3. Jump back to the starting position and repeat.
2127,Arms-crossed jump squat,"The arms-crossed jump squat is an explosive version of the jump squat. Crossing your arms eliminates any extra power that could come from swinging your arms, making the movement extra strict and challenging for the lower body. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Power,Legs,Body Only,Intermediate,8.4,Average,"quads, glutes, hamstrings",1. Stand with your feet shoulder-width apart and cross your arms over your chest. 2. Squat down and then jump explosively upward. 3. Land softly and repeat for the desired number of reps.
2128,Bodyweight Reverse Lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",Strength,Legs,Body Only,Average,8.3,Average,"quads, glutes, hamstrings","1. Stand upright with feet hip-width apart. 2. Step back with one leg into a lunge position, lowering your hips until both knees are bent at about a 90-degree angle. 3. Push through the front heel to return to the starting position and repeat on the other side."
2129,Alien Squat,The Alien Squat is a lower-body exercise that targets the legs and glutes. It is effective for building strength and stability.,Strength,Legs,Body Only,Average,8.2,Average,"quads, glutes, hamstrings","1. Stand with your feet shoulder-width apart. 2. Squat down by bending your knees and pushing your hips back, keeping your chest up. 3. Return to standing by pushing through your heels."
2130,Treadmill walking,"Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Full Body,Body Only,Beginner,8.2,Average,"Legs, Cardiovascular","1. Step onto the treadmill and select your desired speed and incline. 2. Begin walking at a comfortable pace, maintaining good posture and engaging your core."
2131,Rocket Jump,The Rocket Jump is a powerful plyometric exercise that involves jumping explosively into the air. It helps improve vertical jump and overall leg strength.,Power,Legs,Body Only,Intermediate,8.0,Average,"Quads, Hamstrings, Glutes, Calves","1. Stand with your feet shoulder-width apart. 2. Bend your knees and swing your arms back. 3. Explode upwards, jumping as high as you can while swinging your arms forward. 4. Land softly and repeat."
2132,Depth jump box jump,"The depth jump box jump is a plyometric exercise that entails jumping off one box, dropping into a squat, and then jumping up onto another box. These are all performed fluidly to complete one rep. Depth jumps have been a staple of high-level athletic programming for decades. They are usually performed for low reps with a focus on power and technique. If they hurt your knees or back, consider performing box jumps or squat jumps instead.",Power,Legs,Body Only,Advanced,8.0,Average,"Quads, Hamstrings, Glutes, Calves","1. Start by standing on one box. 2. Jump off the box, landing softly in a squat position. 3. Immediately jump onto the second box, using your arms for momentum. 4. Repeat for the desired number of reps."
2133,Bodyweight Walking Lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",Strength,Legs,Body Only,Average,8.0,Average,"Quads, Hamstrings, Glutes",1. Stand upright with your feet together. 2. Step forward with one leg and lower your body until both knees are bent at about a 90-degree angle. 3. Push back to the starting position and repeat with the other leg.
2134,Walking High Knees,Walking High Knees is a dynamic exercise that elevates your heart rate while engaging your core and legs. It is great for warming up or as part of a cardio workout.,Cardio,Full Body,Body Only,Beginner,7.8,Average,"Legs, Cardiovascular","1. Stand with your feet hip-width apart. 2. Begin walking in place, lifting your knees high towards your chest with each step. 3. Swing your arms to help maintain balance and increase intensity."
2135,Lateral lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Mobility,Legs,Body Only,Beginner,7.8,Average,"quads, glutes, hamstrings","1. Stand with your feet shoulder-width apart. 2. Step to the side with one leg, bending that knee while keeping the other leg straight, then return to the starting position."
2136,Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Power,Legs,Body Only,Average,7.6,Average,"quads, hamstrings, glutes","1. Stand with your feet shoulder-width apart. 2. Lower into a squat, then explode upward into a jump, landing softly back into the squat position."
2137,Over bench jump,The over bench jump is a plyometric exercise requiring only a weight bench to perform. It improves jumping ability and athleticism while burning a lot of calories.,Power,Legs,Body Only,Intermediate,7.5,Average,full body,"1. Stand in front of a weight bench. 2. Jump over the bench, landing softly on the other side, and immediately jump back over."
2138,Split Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Power,Legs,Body Only,Average,7.5,Average,"quads, glutes, hamstrings","1. Start in a lunge position with one foot forward. 2. Jump explosively, switching your legs in mid-air to land in a lunge with the opposite leg forward."
2139,90-degree jump squat,"The 90-degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings, as well as the cardiovascular system. It can be performed for time or reps, usually in a fat-loss or athleticism-focused circuit workout.",Power,Legs,Body Only,Intermediate,7.0,Average,"quads, glutes, hamstrings","1. Stand with your feet shoulder-width apart. 2. Lower into a squat, then jump up 90 degrees, landing softly back into the squat position."
2140,Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Power,Legs,Body Only,Beginner,5.5,Average,"Quadriceps, Hamstrings, Hip Flexors, Calves","1. Stand upright with your feet shoulder-width apart. 2. Begin to skip by lifting one knee towards your chest while simultaneously driving the opposite arm forward. 3. Alternate legs in a rhythmic motion, focusing on explosive upward movement."
2141,Kneeling hip flexor stretch,"The kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips. It targets a chronically tight muscle group and is often performed as part of a dynamic warm-up, a cool-down, or as recovery work after training.",Mobility,Quadriceps,Body Only,Beginner,5.4,Average,"Hip Flexors, Quadriceps","1. Kneel on one knee with the other foot in front, forming a 90-degree angle with both legs. 2. Push your hips forward gently while keeping your back straight until you feel a stretch in the hip flexor of the back leg. 3. Hold for 20-30 seconds and switch sides."
2142,Iron Crosses (stretch),Iron Crosses are a stretching exercise that helps improve flexibility and mobility throughout the body. It is particularly effective for opening up the shoulders and chest while also engaging the legs.,Mobility,Full Body,Body Only,Average,5.2,Average,"Shoulders, Back, Chest, Legs","1. Lie on your back with your arms extended out to the sides and legs straight. 2. Lift one leg and cross it over your body towards the opposite side while keeping your shoulders flat on the ground. 3. Hold the position for a few seconds, then return to the starting position and switch legs."
2143,All Fours Quad Stretch,The All Fours Quad Stretch is a mobility exercise that targets the quadriceps and hip flexors. It helps improve flexibility and relieve tightness in the front of the thighs.,Mobility,Quadriceps,Body Only,Beginner,5.0,Average,"Quadriceps, Hip Flexors","1. Start on all fours with your hands under your shoulders and knees under your hips. 2. Bend one knee and bring your heel towards your glutes, grasping your ankle with your hand. 3. Gently pull your ankle towards your glutes while keeping your hips square, feeling the stretch in your quadriceps. Hold for 20-30 seconds and switch sides."
2144,Lying quad stretch with band,"The lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Mobility,Legs,Body Only,Average,4.9,Average,"Quadriceps, Hip Flexors","1. Lie on your back and loop a resistance band around one foot. 2. Keeping your other leg straight on the ground, pull the band towards you, bending your knee and bringing your heel towards your glutes. 3. Hold the stretch for 20-30 seconds, then switch legs."
2145,One Half Locust,The One Half Locust is a mobility exercise that focuses on stretching and strengthening the back and glutes. It helps improve spinal flexibility and core stability.,Mobility,Back,Body Only,Average,4.7,Average,"Erector Spinae, Glutes","1. Lie face down on the floor with your arms at your sides. 2. Lift one leg and the opposite arm off the ground simultaneously, keeping your neck neutral. 3. Hold for a few seconds, then lower back down. 4. Repeat on the other side."
2146,Standing Hip Flexors,Standing Hip Flexors is a mobility exercise aimed at stretching the hip flexors and improving flexibility in the legs. It is beneficial for those who sit for long periods.,Mobility,Legs,Body Only,Beginner,4.4,Average,"Hip Flexors, Quadriceps","1. Stand tall with your feet hip-width apart. 2. Step one foot back and bend the front knee while keeping the back leg straight. 3. Push your hips forward gently to feel a stretch in the hip flexor of the back leg. 4. Hold for a few seconds, then switch sides."
2147,Looking At Ceiling,Looking At Ceiling is a mobility exercise that helps to stretch and strengthen the neck muscles. It promotes better posture and reduces tension.,Mobility,Quadriceps,Body Only,Beginner,4.3,Average,Cervical Muscles,"1. Stand or sit up straight with your shoulders relaxed. 2. Slowly tilt your head back to look at the ceiling, keeping your spine aligned. 3. Hold the position for a few seconds, then return to the starting position. 4. Repeat as necessary."
2148,Rear Leg Raises,Rear Leg Raises are a strength exercise that targets the glutes and hamstrings. They help improve lower body strength and stability.,Strength,Legs,Body Only,Average,3.4,Average,"Glutes, Hamstrings, Lower Back","1. Stand with your feet hip-width apart and hold onto a wall or chair for balance. 2. Lift one leg straight back without bending the knee. 3. Squeeze your glutes at the top of the movement, then lower back down. 4. Repeat for the desired number of repetitions before switching legs."
2149,On Your Side Quad Stretch,On Your Side Quad Stretch is a mobility exercise that stretches the quadriceps and hip flexors. It is useful for improving flexibility in the legs.,Mobility,Legs,Body Only,Beginner,3.3,Average,"Quadriceps, Hip Flexors","1. Lie on your side with your legs stacked on top of each other. 2. Bend the top knee and grab your ankle with your hand. 3. Gently pull your ankle towards your glutes until you feel a stretch in the front of your thigh. 4. Hold for a few seconds, then switch sides."
2150,On-Your-Back Quad Stretch,The On-Your-Back Quad Stretch is a mobility exercise that helps improve flexibility in the quadriceps and hip flexor muscles. It is essential for maintaining good range of motion in the lower body.,Mobility,Legs,Body Only,Beginner,3.3,Average,"Quadriceps, Hip Flexors","1. Lie on your back on a flat surface. 2. Bend one knee and grab your ankle, pulling your heel towards your glutes. 3. Hold the stretch for 20-30 seconds, then switch legs."
2151,Standing Elevated Quad Stretch,The Standing Elevated Quad Stretch is a great way to stretch the quadriceps while standing. It helps improve flexibility and balance in the lower body.,Mobility,Legs,Body Only,Beginner,2.7,Average,"Quadriceps, Hip Flexors","1. Stand on an elevated surface like a bench or step. 2. Grab one ankle and pull it towards your glutes while balancing on the other leg. 3. Hold for 20-30 seconds, then switch legs."
2152,Thigh killa,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",Strength,Legs,Body Only,Intermediate,0.0,,"Quadriceps, Hamstrings, Glutes, Calves","1. Start in a standing position. 2. Perform a squat, then jump up explosively. 3. Land softly and immediately go into the next squat. 4. Repeat for the desired number of reps or time."
2153,Southpaw sprawl,"The southpaw sprawl is a full-body movement that combines elements of a single-arm plank and a sprawl. It also has a rotational component, with a jumping leg-cross and torso twist in a single-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",Strength,Full Body,Body Only,Advanced,0.0,,"Core, Shoulders, Legs, Arms",1. Start in a single-arm plank position with one arm on the ground and the other arm raised. 2. Jump your legs out to the side while twisting your torso. 3. Return to the plank position and repeat. 4. Alternate arms for balance.
2154,Stride Jump Crossover,The Stride Jump Crossover is a dynamic exercise that improves cardiovascular fitness and leg strength. It involves jumping and crossing the legs to engage the lower body.,Cardio,Legs,Body Only,Average,0.0,Average,"Quadriceps, Hamstrings, Calves","1. Stand with your feet shoulder-width apart. 2. Jump forward and cross one leg over the other. 3. Land softly and immediately jump back, crossing the other leg over. 4. Continue alternating for the desired number of reps."
2155,Side Standing Long Jump,The Side Standing Long Jump is a dynamic exercise that improves lateral power and explosiveness. It involves jumping sideways as far as possible from a standing position.,Power,Legs,Body Only,Average,0.0,,"Quadriceps, Hamstrings, Glutes","1. Stand with your feet shoulder-width apart. 2. Bend your knees slightly and swing your arms back. 3. Jump sideways as far as you can, landing on the opposite foot. 4. Repeat for the desired number of repetitions."
2156,Wall squat,"The wall squat is a bodyweight exercise targeting the quadriceps, as well as other muscles in the lower body and core. The lifter's back is flat against a wall, and the back slides down and up the wall during each rep. If you don't have a smooth wall to slide on, the exercise can also be performed with an exercise ball between the back and the wall.",Strength,Legs,Body Only,Beginner,0.0,,"Quadriceps, Hamstrings, Glutes, Core","1. Stand with your back against a wall, feet shoulder-width apart. 2. Slide down the wall until your thighs are parallel to the ground. 3. Hold the position for a few seconds, then slide back up to the starting position."
2157,Slide Jump Shot,"The Slide Jump Shot is a dynamic exercise that combines jumping and shooting motions, enhancing coordination and power. It involves sliding and jumping to simulate a shooting motion.",Power,Full Body,Body Only,Intermediate,0.0,,"Legs, Core, Shoulders",1. Start in a low squat position with your feet shoulder-width apart. 2. Slide to one side while simultaneously jumping off the opposite foot. 3. Extend your arms as if shooting a basketball. 4. Land softly and repeat on the other side.
2158,Sprawl frog kick,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Cardio,Full Body,Body Only,Average,0.0,,"Legs, Core, Arms",1. Start in a standing position. 2. Drop into a sprawl position by kicking your legs back and lowering your body. 3. Perform a frog kick by bringing your knees towards your chest. 4. Jump back to the standing position and repeat.
2159,Lateral Speed Step,The Lateral Speed Step is an agility exercise that improves lateral movement and speed. It involves quick side-to-side steps to enhance coordination and cardiovascular fitness.,Cardio,Legs,Body Only,Beginner,0.0,,"Quadriceps, Hamstrings, Calves","1. Stand with your feet together. 2. Step to the right with your right foot, then quickly bring your left foot to meet it. 3. Repeat the movement to the left side. 4. Continue alternating sides for the desired duration."
2160,Side Hop-Sprint,The Side Hop-Sprint is an explosive exercise that combines lateral hops with sprinting. It enhances agility and power in the lower body.,Power,Legs,Body Only,Average,0.0,,"quads, glutes, hamstrings","1. Start in a standing position with feet shoulder-width apart. 2. Perform a lateral hop to one side, landing softly on the balls of your feet. 3. Immediately sprint forward for a few steps, then return to the starting position and repeat on the opposite side."
2161,Pop squat,"The pop squat is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It is similar to a jump squat, but alternates between a narrow and wide stance with each jump. It can be performed for time or reps in power training and is also effective in any fat-loss or athleticism-focused workout.",Power,Legs,Body Only,Intermediate,0.0,,"quads, glutes, hamstrings","1. Start in a standing position with feet together. 2. Squat down and jump up explosively, spreading your legs into a wide stance. 3. Land softly and return to the narrow stance, then repeat."
2162,Star Jump,Star jumps are a dynamic exercise that engages multiple muscle groups. They are great for building explosive power and improving cardiovascular fitness.,Power,Full Body,Body Only,Average,0.0,,"quads, glutes, calves, shoulders","1. Start in a standing position with feet together and arms at your sides. 2. Jump up while spreading your legs and arms outwards, forming a star shape. 3. Land softly and return to the starting position, then repeat."
2163,Side Lunge Touching Heel,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge.",Strength,Legs,Body Only,Average,0.0,,"quads, glutes, hamstrings","1. Stand with feet shoulder-width apart. 2. Step out to the side with one leg, bending that knee while keeping the other leg straight. 3. Reach down to touch your heel with the opposite hand, then return to standing and repeat on the other side."
2164,Lying Prone Quadriceps,Lying prone quadriceps is an exercise that specifically targets the quadriceps muscles. It is often performed to strengthen the legs and improve overall lower body function.,Strength,Legs,Body Only,Beginner,0.0,,"quadriceps, hamstrings, glutes","1. Lie face down on a mat with legs extended. 2. Bend your knees and bring your heels towards your glutes, squeezing your quadriceps. 3. Lower your legs back to the starting position and repeat."
2165,Fast Kick With Arm Circles,The Fast Kick With Arm Circles is a dynamic exercise that improves flexibility and mobility in the legs while engaging the upper body. It combines leg kicks with arm circles to enhance coordination and range of motion.,Mobility,Legs,Body Only,Beginner,0.0,,"Quads, Glutes, Hamstrings",1. Stand with your feet hip-width apart. 2. Kick one leg forward while simultaneously making large circles with your arms. 3. Alternate legs and continue for a set duration.
2166,Single-leg box squat,"The single-leg box squat is a bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings. It is similar in form to a pistol squat, except that you sit to a box. This allows you to customize the depth of the movement to your movement abilities and mobility level. For this reason, the single-leg box squat is a popular movement for building leg strength in beginning trainees. It can be performed in lower strength-focused rep ranges, such as 5-8 reps per leg, or for higher reps for muscle building.",Strength,Legs,Body Only,Beginner,0.0,,"Quads, Glutes, Hamstrings",1. Stand on one leg in front of a box or bench. 2. Lower your body by bending the standing leg until your glutes touch the box. 3. Push through your heel to return to the starting position.
2167,Defensive Slide,"The Defensive Slide is an agility exercise that enhances lateral movement and cardiovascular endurance. It engages multiple muscle groups, making it effective for overall fitness.",Cardio,Full Body,Body Only,Average,0.0,,"Legs, Core, Shoulders","1. Start in a low athletic stance with your feet shoulder-width apart. 2. Slide laterally to one side, keeping your knees bent and your body low. 3. Push off with your outside foot to return to the starting position and repeat on the other side."
2168,Quick Leap,"The Quick Leap is a plyometric exercise that improves explosive power and leg strength. It involves jumping forward or upward quickly, engaging the lower body muscles.",Power,Legs,Body Only,Intermediate,0.0,,"Quads, Hamstrings, Calves","1. Stand with your feet shoulder-width apart. 2. Bend your knees slightly and swing your arms back. 3. Explode upward or forward, landing softly and immediately preparing for the next jump."
2169,Vertical Mountain Climber,"The Vertical Mountain Climber is a high-intensity exercise that targets the core while providing a cardiovascular workout. It mimics the motion of climbing, engaging multiple muscle groups.",Cardio,Full Body,Body Only,Intermediate,0.0,,"Core, Shoulders, Legs",1. Start in a plank position with your hands under your shoulders. 2. Drive one knee towards your chest while keeping the other leg extended. 3. Alternate legs quickly as if running in place.
2170,Reverse Burpee,"The reverse burpee is a dynamic exercise that combines a squat, a roll back, and a jump to return to standing. It engages multiple muscle groups and improves cardiovascular fitness.",Cardio,Full Body,Body Only,Average,0.0,,"quads, glutes, hamstrings",1. Start in a standing position. 2. Squat down and place your hands on the ground. 3. Roll back onto your back while keeping your knees bent. 4. Use momentum to roll back up to a squat. 5. Jump explosively into the air to return to standing.
2171,Football Up-Down,The Football Up-Down is a fast-paced exercise that mimics the movements of a football player getting up and down quickly. It enhances agility and cardiovascular endurance.,Cardio,Full Body,Body Only,Intermediate,0.0,,"quads, hamstrings, glutes, core","1. Start in a standing position. 2. Drop into a squat position, placing your hands on the ground. 3. Jump your feet back into a plank position. 4. Quickly jump your feet back to the squat position. 5. Stand up and repeat."
2172,Jump lunge heel kick,"The jump lunge heel kick is a high-intensity, full-body exercise targeting the quads, glutes, and hamstrings. It combines a jump lunge with a standing hamstring stretch in a unique combo that also challenges balance. It can be performed for time or reps as part of a fat-loss or athleticism-focused circuit or workout.",Power,Full Body,Body Only,Advanced,0.0,,"quads, glutes, hamstrings, core","1. Start in a standing position. 2. Step back into a lunge with your right leg. 3. Jump explosively and switch legs in mid-air, landing in a lunge with your left leg forward. 4. As you land, kick your right heel towards your glutes. 5. Repeat for desired reps."
2173,Burpee box jump,"The burpee box jump is an explosive bodyweight exercise that combines a burpee with a leap onto a box or step. First, you perform a traditional burpee, and then instead of jumping into the air, you jump onto a box. This makes you focus on power generation in the jump, making each rep more challenging. Burpee box jumps are often performed for high reps as part of metabolic conditioning circuits or workouts.",Power,Full Body,Body Only,Advanced,0.0,,"quads, glutes, hamstrings, chest, shoulders","1. Start in a standing position in front of a sturdy box. 2. Perform a burpee by squatting down and placing your hands on the ground. 3. Jump your feet back into a plank position. 4. Perform a push-up (optional). 5. Jump your feet back to your hands, then jump onto the box. 6. Step down and repeat."
2174,Linear Depth Jump,The linear depth jump is a plyometric exercise that focuses on explosive power and leg strength. It involves jumping off a platform and landing softly to absorb the impact.,Power,Legs,Body Only,Advanced,0.0,,"quads, hamstrings, glutes, calves",1. Stand on the edge of a box or platform. 2. Step off the box and land softly on the ground. 3. Immediately jump as high as you can upon landing. 4. Focus on using your legs to generate power. 5. Repeat for desired reps.
2175,Slow Jog,Slow jogging is a low-intensity exercise that helps improve cardiovascular fitness and endurance. It can be performed over varying distances or durations.,Cardio,Full Body,Body Only,Beginner,0.0,,"Legs, Arms, Core","1. Start by standing upright with your feet shoulder-width apart. 2. Begin to jog slowly, lifting your knees slightly and maintaining a relaxed posture. 3. Keep your arms bent at 90 degrees and swing them gently as you jog. 4. Focus on breathing steadily and maintaining a comfortable pace."
2176,High knees,"High knees is a full-body, cardio-based exercise with an emphasis on the lower body. It is often performed for reps or time as part of a dynamic warm-up.",Cardio,Full Body,Body Only,Average,0.0,Average,"Legs, Core, Arms",1. Stand with your feet hip-width apart. 2. Begin jogging in place while lifting your knees as high as possible. 3. Pump your arms in coordination with your legs to maintain momentum. 4. Continue for the desired time or number of repetitions.
2177,Jumping Jack,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",Cardio,Full Body,Body Only,Beginner,0.0,,"Legs, Shoulders, Core","1. Stand upright with your feet together and arms at your sides. 2. Jump up, spreading your legs shoulder-width apart while raising your arms overhead. 3. Jump again to return to the starting position. 4. Repeat for the desired time or number of repetitions."
2178,Square Hop,"Square hop is a dynamic exercise that engages multiple muscle groups while improving agility and coordination. It involves hopping in a square pattern, which can be adapted to various fitness levels.",Cardio,Full Body,Body Only,Average,0.0,,"Legs, Core","1. Stand in a square formation with four corners marked out. 2. Start at one corner and hop to the next corner, alternating feet. 3. Continue hopping around the square in a clockwise or counterclockwise direction. 4. Repeat for the desired time or number of repetitions."
2179,Running lunge,"The running lunge is a dynamic exercise that targets the lower body. It combines elements of a reverse lunge with a step-up, in that the front leg fully extends and the rear leg flexes up in front of the body. It targets a wide range of muscles in the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any lower-body workout, or in a fat-loss or athleticism-focused circuit.",Strength,Legs,Body Only,Intermediate,0.0,,"Quads, Glutes, Hamstrings","1. Start standing upright with your feet together. 2. Step forward with one leg into a lunge position, lowering your hips until both knees are bent at about 90 degrees. 3. Push off the front foot to return to the starting position and switch legs. 4. Repeat for the desired time or number of repetitions."
2180,In-out jump squat,"The in-out jump squat is a bodyweight squat variation that alternates wide and narrow jump squats. It targets the lower-body muscles, including the quads, glutes, adductors, and hamstrings, and also provides a serious cardiovascular challenge. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Cardio,Legs,Body Only,Average,0.0,,"quads, glutes, adductors, hamstrings","1. Start in a standing position. 2. Perform a wide squat, then jump up and land in a narrow squat. 3. Repeat the sequence for the desired number of reps or time."
2181,Gorilla squat,"The gorilla squat is a bodyweight sequence that combines two reverse lunges and a bodyweight squat. It could also be performed with dumbbells, kettlebells, or other weights. It targets most of the muscles of the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in the lower-body portion of any workout.",Strength,Legs,Body Only,Beginner,0.0,,"quads, glutes, hamstrings","1. Start in a standing position. 2. Step back into a reverse lunge with one leg, then return to standing. 3. Perform a squat, then repeat the reverse lunge with the other leg."
2182,Burpee tuck jump,The burpee tuck jump is an explosive version of the burpee exercise that adds a tuck jump to the top of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.,Power,Full Body,Body Only,Intermediate,0.0,,"quads, glutes, core","1. Start in a standing position. 2. Drop into a squat and place your hands on the ground. 3. Jump your feet back into a plank position, then jump your feet forward to your hands. 4. Explode upward into a tuck jump, bringing your knees to your chest."
2183,Speed skater,"The speed skater is an explosive version of the lateral lunge that involves jumping from side to side and landing on a single leg, then touching the ground. It challenges the lower-body muscles, including the quads, hips, and glutes, and the cardiovascular system, while training lateral movement.",Cardio,Legs,Body Only,Average,0.0,,"quads, hips, glutes","1. Start in a standing position. 2. Jump to one side, landing on one leg while bending that knee. 3. Touch the ground with the opposite hand, then jump back to the other side and repeat."
2184,Jumping knee up-down,"The jumping knee up-down is an explosive bodyweight movement that consists of a knee up-down followed by a jump squat. It targets the muscles of the lower body, including the quads, glutes, and hamstrings, but is also a challenging power and conditioning exercise.",Power,Legs,Body Only,Intermediate,0.0,,"quads, glutes, hamstrings","1. Start in a standing position. 2. Lift one knee up towards your chest, then jump into a squat position. 3. Push off the ground explosively and repeat the knee lift and jump squat."
2185,Jump Lunge To Feet Jack,The Jump Lunge To Feet Jack is a dynamic exercise that combines lunges with a jumping jack motion. It helps improve cardiovascular fitness and lower body strength.,Cardio,Legs,Body Only,Average,0.0,,"Quadriceps, Hamstrings, Glutes, Calves","1. Start in a standing position. 2. Step back into a lunge with your right leg. 3. Push off your right foot and jump up, bringing your legs together. 4. Land softly and immediately step back into a lunge with your left leg. 5. Repeat the movement, alternating legs."
2186,Reverse Lunge Rotation,The Reverse Lunge Rotation is a mobility exercise that improves flexibility and stability in the lower body. It engages the core while stretching the hip flexors and glutes.,Mobility,Legs,Body Only,Beginner,,,"Hip Flexors, Glutes, Core","1. Stand with your feet hip-width apart. 2. Step back with your right leg into a lunge. 3. Rotate your torso towards your front leg. 4. Return to standing and switch legs. 5. Repeat the movement, alternating sides."
2187,Alternating standing knee-pull stretch,"The alternating standing knee-pull stretch targets range of motion in the hips, hamstrings, and lower back. It's a common movement in dynamic warm-ups for athletics or lower-body training, but can also be used to ""limber up"" for activity anytime.",Mobility,Legs,Body Only,Beginner,,,"Hip Flexors, Hamstrings, Lower Back","1. Stand tall with your feet hip-width apart. 2. Pull your right knee towards your chest while balancing on your left leg. 3. Hold for a moment, then switch legs. 4. Continue alternating for the desired number of repetitions."
2188,Seal jack,"The seal jack is a variation on the jumping jack, one the most common calisthenic exercises on the planet. The difference between this movement and the jumping jack has to do with the arm motion. Instead of the arms coming together overhead, they come together in front of the body, like a seal clapping its fins.",Cardio,Full Body,Body Only,Average,,,"Legs, Arms, Core","1. Stand with your feet together and arms at your sides. 2. Jump up and spread your legs while bringing your arms together in front of your body. 3. Jump back to the starting position, bringing your arms back to your sides. 4. Repeat for the desired number of repetitions."
