Unnamed: 0,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc,Muscles
2066,Stair climber,"The stair climber is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stair climber also helps build strength in the lower body, especially the glutes. It can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",Cardio,Legs,Machine,Intermediate,9.1,Average,"Glutes, Quadriceps, Hamstrings, Calves"
2067,Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,Strength,Legs,Machine,Intermediate,8.8,Average,"Quadriceps, Hamstrings, Glutes"
2068,Elliptical trainer,"The elliptical trainer is a popular machine for cardiovascular training without the significant impact on your joints of running. On many machines, you can adjust the resistance level to make the movement more difficult for all four limbs. The elliptical is a mainstay in most commercial gyms, and can be equally effective for HIIT-style interval workouts or for longer-duration endurance work.",Cardio,Full Body,Machine,Intermediate,8.8,Average,"Legs, Arms, Abdominals"
2069,Narrow-stance leg press,"The narrow-stance leg press is a machine-based exercise that targets the muscles of the legs. It emphasizes the quads, particularly the muscles of the outer quads and hips. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training when it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Legs,Machine,Intermediate,8.8,Average,"Quadriceps, Hamstrings, Glutes"
2070,Narrow Stance Hack Squats,"Narrow stance hack squats primarily target the quadriceps while also engaging the hamstrings and glutes. This exercise is performed using a hack squat machine, allowing for a controlled movement and reduced strain on the lower back.",Strength,Legs,Machine,Beginner,8.8,Average,"Quadriceps, Hamstrings, Glutes"
2071,Stairmaster,"The stair climber is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stair climber also helps build strength in the lower body, especially the glutes. It can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",Cardio,Legs,Machine,Intermediate,8.8,Average,"Glutes, Quadriceps, Hamstrings, Calves"
2072,Machine Squat,"The machine squat is a strength training exercise that targets the muscles of the legs and lower body. It is performed using a squat machine, allowing for controlled movement and stability.",Strength,Legs,Machine,Intermediate,8.8,Average,"Quadriceps, Hamstrings, Glutes"
2073,Smith machine back squat,"The Smith machine back squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",Strength,Legs,Machine,Intermediate,8.7,Average,"Quadriceps, Hamstrings, Glutes, Calves"
2074,Leg Extensions,The leg extension is an isolation exercise for the quads.,Strength,Legs,Machine,Intermediate,8.5,Average,Quadriceps
2075,Treadmill running,"Treadmill running is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your running and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Full Body,Machine,Intermediate,8.4,Average,"Legs, Abdominals, Shoulders"
2076,Stationary bike,"The stationary bike is a popular cardio machine found in most commercial gyms. Along with burning a ton of calories, the stationary bike also helps develop the lower body. Stationary bikes come in multiple variations, ranging from ones that resemble riding a bike, to recumbent bikes, to fan bikes that work both the arms and the legs. No matter the variation, a stationary bike can work well at higher speeds for interval-style conditioning training, but also works well at slower paces for steady-state cardio.",Cardio,Legs,Machine,Intermediate,8.3,Average,"Quadriceps, Hamstrings, Calves"
2077,Treadmill jogging,"Treadmill jogging is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your jogging and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Full Body,Machine,Intermediate,8.3,Average,"Legs, Abdominals, Shoulders"
2078,Recumbent Bike,The recumbent bike is a stationary exercise bike that allows you to sit in a reclined position while pedaling. It provides a low-impact cardiovascular workout that is easy on the joints.,Cardio,Legs,Machine,Beginner,8.2,Average,"Quadriceps, Hamstrings, Calves"
2079,Smith machine leg press,"The Smith machine leg press is a machine-based movement that targets the quads, glutes, and hamstrings. It can serve as a substitute for the leg press or be programmed similarly to the leg press. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of lower-body training. If your Smith machine has safety bars, set them at a height that allows you a full range of motion while giving adequate protection from the weight potentially falling.",Strength,Legs,Machine,Intermediate,8.0,Average,"Quads, Glutes, Hamstrings"
2080,Lying Machine Squat,"The Lying Machine Squat is an effective exercise targeting the lower body. It primarily works the quadriceps, hamstrings, and glutes while providing stability and support.",Strength,Legs,Machine,Intermediate,8.0,Average,"Quadriceps, Hamstrings, Glutes"
2081,Seated Leg Press,"The seated leg press is a lower body exercise that targets the quads, adductors, glutes, and hamstrings.",Strength,Legs,Machine,Intermediate,7.7,Average,"quads, adductors, glutes, hamstrings"
2082,Smith machine pistol squat,"The Smith machine pistol squat is a machine-based exercise that targets the quads, glutes, and hamstrings. It is similar in form to a pistol squat but is performed with a bar on the shoulders. This adds extra resistance, but also eliminates some of the balance challenge of single-leg squats. This squat variation can be performed in low reps for strength or for higher reps for muscle gain.",Strength,Legs,Machine,Intermediate,7.0,Average,"Quads, Glutes, Hamstrings"
2083,Leverage Deadlift,The leverage deadlift is a strength training exercise that primarily targets the lower body and back. It involves lifting a weighted barbell from the ground using a specific leverage technique to enhance muscle engagement.,Strength,Legs,Machine,Beginner,0.0,,"Hamstrings, Glutes, Quadriceps, Lower Back"
2084,Leg press-,"The leg press is a machine exercise targeting the leg muscles, including the quads, glutes, and hamstrings. It's a favorite among lifters who prefer the seated position to standing with a load on the spine. The leg press is often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Legs,Machine,Intermediate,,,"Quads, Glutes, Hamstrings"
2085,TBS Hack Squat,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2086,Leg Extensions - Gethin Variation,The leg extension is an isolation exercise for the quads.,Strength,Legs,Machine,Intermediate,,,Quadriceps
2087,Seated leg press-,"The seated leg press is a machine-based exercise that targets the quads, glutes, and hamstrings. It is similar in many ways to larger leg press machines, but often utilizes a selectorized weight stack rather than plate loading. Leg press variations are often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Legs,Machine,Intermediate,,,"Quads, Glutes, Hamstrings"
2088,Smith machine front squat,"The Smith machine front squat is a machine-based exercise targeting the muscles of the lower body. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a full-body or lower-body workout.",Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Calves"
2089,Machine Deadlift - Gethin Variation,The Machine Deadlift - Gethin Variation is a strength training exercise that targets the posterior chain. It primarily focuses on building strength in the legs and lower back using a machine for support.,Strength,Legs,Machine,Intermediate,,,"Hamstrings, Glutes, Lower Back"
2090,Single-leg hack squat,"The single-leg hack squat is a lower-body exercise mainly targeting the quads, performed one side at a time per set. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training, and is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2091,Narrow-stance hack squat,"The narrow-stance hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, or as a muscle-building movement during lower-body training, and is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Legs,Machine,Intermediate,,,"Quadriceps,Hamstrings,Glutes"
2092,Alternating Single-Leg Curl - Gethin Variation,The Alternating Single-Leg Curl - Gethin Variation targets the hamstrings and glutes through a focused single-leg movement. This exercise helps improve leg strength and stability.,Strength,Legs,Machine,Intermediate,,,"Hamstrings, Glutes"
2093,Stiff-Legged Deadlift - Gethin Variation,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Legs,Machine,Intermediate,,,"Hamstrings, Glutes, Lower Back, Upper Back, Core"
2094,Single-Leg Press - Gethin Variation,"The single-leg leg press is an exercise targeting the quadriceps one leg at a time. Many lifters prefer the leg press to squatting for several reasons, including the perception that it’s safer for the spine.",Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2095,Hack squat-,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2096,Smith machine lunge squat,"The Smith machine lunge squat is an exercise targeting the quads, glutes, and hamstrings. Using added weight allows you to overload the exercise beyond body weight and perform the movement in strength ranges. The Smith machine mimics a barbell but provides more stability.",Strength,Legs,Machine,Intermediate,,,"Quads, Glutes, Hamstrings"
2097,Hack Squat - Gethin Variation,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Legs,Machine,Expert,,,"Quadriceps, Hamstrings, Glutes"
2098,Leg Press - Gethin Variation,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2099,AM Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2100,Leg extension,"The leg extension is a popular machine-based exercise for the legs, particularly the quadriceps. It is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of a leg pre-exhaust or as a muscle-building movement for lower-body training.",Strength,Legs,Machine,Intermediate,,,Quadriceps
2101,UP Quad Extension,The leg extension is an isolation exercise for the quads.,Strength,Legs,Machine,Intermediate,,,Quadriceps
2102,UP Single-Leg Press,"The single-leg leg press is an exercise targeting the quadriceps one leg at a time. Many lifters prefer the leg press to squatting for several reasons, including the perception that it’s safer for the spine.",Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2103,UP Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2104,Pop Squat On Leg Press,The Pop Squat on Leg Press is an effective lower body exercise that targets the major muscle groups in the legs. It combines the benefits of squatting with the resistance of the leg press machine for enhanced strength and power.,Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Calves"
2105,King Maker Leg Press,The leg press is a machine exercise targeting the quadriceps. It’s favorite among lifters who prefer the seated position to standing with a load on the spine.,Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2106,Single-leg leg press,"The single-leg leg press is a machine exercise targeting the leg muscles, including the quads, glutes, and hamstrings. The leg press is often used as an accessory for squats or deadlifts, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Legs,Machine,Intermediate,,,"quads, glutes, hamstrings"
2107,King Maker Hack Squat,"The hack squat is a machine-based exercise that targets the muscles of the legs, particularly the quadriceps. It is often used as an accessory for squats, but can also be the main lower-body movement in a workout. It is often performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2108,30 Legs Feet-High Leg Press,"The feet-high leg press primarily targets the lower body muscles, particularly the quadriceps and glutes. It is an effective exercise for building strength and muscle mass in the legs.",Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Calves"
2109,30 Legs Leg Press,"The leg press is a strength training exercise that targets the muscles of the legs. It is performed using a leg press machine, allowing for controlled movement and heavy loading.",Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes, Calves"
2110,30 Legs Leg Press Calf Raise,The Leg Press Calf Raise is an effective exercise for building strength in the calves. It targets the lower legs while also engaging the quadriceps and hamstrings.,Strength,Legs,Machine,Intermediate,,,"Calves, Quadriceps, Hamstrings"
2111,30 Legs Lying Leg Curl,The lying leg curl is an exercise that primarily targets the hamstrings. It involves lying face down on a leg curl machine and curling the weight towards your glutes.,Strength,Legs,Machine,Intermediate,,,"Hamstrings, Glutes"
2112,30 Legs Machine Hack Squat,"The 30 Legs Machine Hack Squat is a strength training exercise that primarily targets the lower body. It involves using a hack squat machine to perform squats with added resistance, focusing on building muscle and strength in the legs.",Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2113,30 Legs Single-Leg Leg Extension,"The single-leg leg extension is an isolation exercise that targets the quadriceps muscle. It is performed by extending one leg at a time while seated, helping to improve strength and muscle definition in the legs.",Strength,Legs,Machine,Intermediate,,,Quadriceps
2114,30 Legs Single-Leg Leg Press,The single-leg leg press is an effective strength exercise that targets the muscles of the legs. It helps to improve unilateral strength and balance.,Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2115,30 Legs Single-Leg Lying Leg Curl,The single-leg lying leg curl is an effective exercise for targeting the hamstrings. It helps improve strength and stability in the legs while isolating one leg at a time.,Strength,Legs,Machine,Intermediate,,,Hamstrings
2116,30 Legs Smith Machine Split Squat,"The Smith Machine Split Squat is an effective lower body exercise that targets the legs and glutes. By using the Smith machine, you can maintain stability while focusing on your form.",Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2117,30 Legs Smith Machine Squat,"The Smith Machine Squat is a strength training exercise that targets the muscles of the legs. It involves squatting with a barbell fixed on a Smith machine, providing stability and support.",Strength,Legs,Machine,Intermediate,,,"Quadriceps, Hamstrings, Glutes"
2118,Jumping rope,"Jumping rope is a classic conditioning exercise that is popular with everyone from children to boxers to CrossFit athletes. It targets many different muscles, including the calves, glutes, shoulders, and upper back, and is great for everything from fat loss to improving overall athletic performance.",Cardio,Full Body,Body Only,Intermediate,9.2,Average,"calves, glutes, shoulders, upper back"
2119,Forward lunge,"The forward lunge is a lower-body bodyweight exercise targeting the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. The forward lunge places more emphasis on the quads than other lunge variations. It can be performed for time or reps in the lower-body portion of any workout.",Strength,Legs,Body Only,Intermediate,9.0,Average,"quads, glutes, hamstrings"
2120,Side-to-side box skip,"The side-to-side box skip is an explosive lower-body exercise that involves jumping laterally over a bench or box, landing with one foot on top of the surface, and then switching positions. It primarily targets the muscles of the lower body, but is also a serious cardiovascular challenge. It is often performed for high reps or for time as part of a fat-loss or athleticism-focused workout or circuit.",Cardio,Legs,Body Only,Intermediate,8.9,Average,"Quadriceps, Hamstrings, Calves, Glutes"
2121,Bodyweight squat,"The bodyweight squat is a fundamental exercise that strengthens the quads, glutes, and hamstrings. It can be performed as part of a dynamic warm-up, for time or reps during a workout, or for hip and spine mobility any time.",Strength,Legs,Body Only,Intermediate,8.8,Average,"Quads, Glutes, Hamstrings"
2122,Broad jump,"The broad jump is an explosive lower-body exercise. It is a common way to measure explosive hip and lower-body strength in athletes. The more explosive you are, the farther you'll be able to jump.",Power,Legs,Body Only,Intermediate,8.8,Average,"Quadriceps, Hamstrings, Glutes, Calves"
2123,Burpee,"The burpee is a high-intensity exercise that recruits the entire body to build strength and aerobic capacity. It is common in CrossFit workouts and group fitness classes, but can also be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Cardio,Full Body,Body Only,Intermediate,8.8,Average,"Chest, Shoulders, Arms, Abdominals, Legs"
2124,Trail Running/Walking,"Trail running/walking is an outdoor activity that involves running or walking on trails, often in natural settings. It provides a great cardiovascular workout while engaging various leg muscles and improving endurance.",Cardio,Legs,Body Only,Intermediate,8.7,Average,"Quadriceps, Hamstrings, Calves, Glutes"
2125,Scissors Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Power,Legs,Body Only,Expert,8.5,Average,"Quads, Glutes, Hamstrings"
2126,Jumping jack-,"The jumping jack is a classic calisthenics exercise to improve overall conditioning. It’s one the most recognizable exercises on the planet, and it’s almost synonymous with training for military recruits. It can be done for time or reps, often in dynamic warm-ups or to mobilize the hips and shoulders.",Cardio,Full Body,Body Only,Intermediate,8.5,Average,"Calves, Quadriceps, Hamstrings, Glutes, Shoulders"
2127,Arms-crossed jump squat,"The arms-crossed jump squat is an explosive version of the jump squat. Crossing your arms eliminates any extra power that could come from swinging your arms, making the movement extra strict and challenging for the lower body. It can be performed for time or reps and is especially effective in a fat-loss or athleticism-focused circuit or workout.",Cardio,Legs,Body Only,Intermediate,8.4,Average,"Quadriceps, Hamstrings, Glutes, Calves"
2128,Bodyweight Reverse Lunge,"The reverse lunge is a lower-body exercise targeting the quads, glutes, and hamstrings. The reverse lunge places more emphasis on the glutes than other lunge variations.",Strength,Legs,Body Only,Intermediate,8.3,Average,"Quads, Glutes, Hamstrings"
2129,Alien Squat,The Alien Squat is a lower body exercise that targets the legs and glutes. It involves a squatting motion that helps to build strength and stability in the lower body.,Strength,Legs,Body Only,Beginner,8.2,Average,"Quadriceps, Hamstrings, Glutes"
2130,Treadmill walking,"Treadmill walking is a popular cardiovascular exercise performed on a machine that is available in most gyms. Performing this exercise on a treadmill allows you to adjust the speed of your walking and, depending on the machine, perform it on an adjustable incline. Many machines also have built-in heart rate monitors and timers to help you track your progress.",Cardio,Legs,Body Only,Intermediate,8.2,Average,"Quadriceps, Hamstrings, Calves"
2131,Rocket Jump,"The Rocket Jump is an explosive plyometric exercise that targets the leg muscles. It involves jumping as high as possible from a standing position, focusing on power and speed.",Power,Legs,Body Only,Beginner,8.0,Average,"Quadriceps, Hamstrings, Calves, Glutes"
2132,Depth jump box jump,"The depth jump box jump is a plyometric exercise that entails jumping off one box, dropping into a squat, and then jumping up onto another box. These are all performed fluidly to complete one rep. Depth jumps have been a staple of high-level athletic programming for decades. They are usually performed for low reps with a focus on power and technique. If they hurt your knees or back, consider performing box jumps or squat jumps instead.",Power,Legs,Body Only,Intermediate,8.0,Average,"Quadriceps, Hamstrings, Calves, Glutes"
2133,Bodyweight Walking Lunge,"The walking lunge is a lower-body exercise that targets the glutes, quads, and hamstrings while challenging stability and balance. It can be performed for reps, time, or distance in the lower-body portion of any workout.",Strength,Legs,Body Only,Intermediate,8.0,Average,"Glutes, Quads, Hamstrings"
2134,Walking High Knees,Walking high knees is a dynamic exercise that involves lifting your knees high while walking in place or forward. It helps to improve cardiovascular fitness and strengthen the lower body.,Cardio,Legs,Body Only,Intermediate,7.8,Average,"Hip flexors, Quadriceps, Hamstrings, Calves"
2135,Lateral lunge,"The lateral lunge is a lower-body bodyweight movement that works the quads, glutes, and hamstrings. It can also be performed holding dumbbells or other weights. It is often performed for reps as part of a dynamic warm-up or mobility routine but can also work in a circuit or other workouts.",Mobility,Legs,Body Only,Intermediate,7.8,Average,"quads, glutes, hamstrings"
2136,Jump Squat,"The jump squat is an explosive bodyweight exercise targeting the quads, hamstrings, and glutes. It is also a serious cardiovascular challenge when done for reps. It can be performed as a power exercise to build jumping power, or in any fat-loss or athleticism-focused workout.",Power,Legs,Body Only,Intermediate,7.6,Average,"Quads, Hamstrings, Glutes, Calves"
2137,Over bench jump,The over bench jump is a plyometric exercise requiring only a weight bench to perform. It improves jumping ability and athleticism while burning a lot of calories.,Cardio,Legs,Body Only,Intermediate,7.5,Average,"Quadriceps, Hamstrings, Calves, Glutes"
2138,Split Jump,"The alternating lunge jump is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It can be performed for time or reps in power training, and is also effective in any fat-loss or athleticism-focused workout.",Power,Legs,Body Only,Intermediate,7.5,Average,"Quads, Glutes, Hamstrings"
2139,90-degree jump squat,"The 90-degree jump squat is an explosive bodyweight exercise that targets the muscles of the lower body, including the quads, glutes, and hamstrings, as well as the cardiovascular system. It can be performed for time or reps, usually in a fat-loss or athleticism-focused circuit workout.",Cardio,Legs,Body Only,Intermediate,7.0,Average,"quads, glutes, hamstrings, calves"
2140,Skip,"The skip is an exercise that builds power and explosiveness in the legs. It's commonly performed by children and in gym classes, but is also great for working the legs and hip flexors, making it a favorite warm-up for athletes who need to explode vertically.",Power,Legs,Body Only,Intermediate,5.5,Average,"Quadriceps, Hamstrings, Calves, Hip Flexors"
2141,Kneeling hip flexor stretch,"The kneeling hip flexor stretch is a stretch targeting greater flexibility in the front side of the hips. It targets a chronically tight muscle group and is often performed as part of a dynamic warm-up, a cool-down, or as recovery work after training.",Mobility,Legs,Body Only,Intermediate,5.4,Average,"Hip flexors, Quadriceps"
2142,Iron Crosses (stretch),Iron Crosses are a stretching exercise that focuses on improving shoulder mobility and flexibility. This exercise helps to enhance the range of motion in the shoulder joint.,Mobility,Shoulders,Body Only,Intermediate,5.2,Average,"Deltoids, Rotator Cuff Muscles"
2143,All Fours Quad Stretch,The All Fours Quad Stretch is a mobility exercise that targets the quadriceps and hip flexors. It involves getting on all fours and stretching one leg back to enhance flexibility and relieve tension in the front of the thigh.,Mobility,Legs,Body Only,Beginner,5.0,Average,"Quadriceps, Hip Flexors"
2144,Lying quad stretch with band,"The lying quad stretch with band is a simple way to stretch a chronically tight muscle group of the lower body. It is common in stretching and yoga classes but can also be performed individually as part of a warm-up, paired with movements in a workout, or as part of a cool-down or recovery strategy.",Mobility,Legs,Body Only,Intermediate,4.9,Average,"Quadriceps, Hip Flexors"
2145,One Half Locust,The One Half Locust is a yoga pose that focuses on strengthening the back muscles while improving flexibility. It helps to open up the chest and enhance spinal extension.,Mobility,Back,Body Only,Intermediate,4.7,Average,"Erector Spinae, Glutes, Hamstrings"
2146,Standing Hip Flexors,"The Standing Hip Flexors exercise focuses on improving flexibility and mobility in the hip region. It helps to stretch and strengthen the hip flexor muscles, which are crucial for various movements.",Mobility,Legs,Body Only,Intermediate,4.4,Average,"Hip Flexors, Quadriceps"
2147,Looking At Ceiling,"The 'Looking At Ceiling' exercise focuses on improving neck mobility and flexibility. It involves gently tilting the head back to look upwards, which can help relieve tension in the neck and upper back.",Mobility,Quadriceps,Body Only,Intermediate,4.3,Average,"Trapezius, Sternocleidomastoid"
2148,Rear Leg Raises,Rear leg raises are an effective exercise for targeting the glute muscles and improving overall leg strength. This exercise can be performed with body weight or added resistance for increased difficulty.,Strength,Legs,Body Only,Beginner,3.4,Average,"Glutes, Hamstrings, Quadriceps"
2149,On Your Side Quad Stretch,The On Your Side Quad Stretch is a mobility exercise that targets the quadriceps and hip flexors. It helps improve flexibility and range of motion in the legs.,Mobility,Legs,Body Only,Intermediate,3.3,Average,"Quadriceps, Hip Flexors"
2150,On-Your-Back Quad Stretch,The On-Your-Back Quad Stretch is a flexibility exercise that targets the quadriceps and hip flexors. It involves lying on your back and pulling one foot towards your glutes to stretch the front of the thigh.,Mobility,Legs,Body Only,Intermediate,3.3,Average,"Quadriceps, Hip Flexors"
2151,Standing Elevated Quad Stretch,The Standing Elevated Quad Stretch is a mobility exercise designed to improve flexibility in the quadriceps and hip flexors. It involves standing on an elevated surface while pulling one foot towards the glutes to stretch the front of the thigh.,Mobility,Legs,Body Only,Intermediate,2.7,Average,"Quadriceps, Hip Flexors"
2152,Thigh killa,"The thigh killa is a challenging lower-body bodyweight exercise that builds muscular endurance with a series of hops and bodyweight squats. It can be performed for time or reps, usually in a circuit workout or as a lower-body finisher.",Strength,Legs,Body Only,Intermediate,0.0,,"Quadriceps, Hamstrings, Glutes, Calves"
2153,Southpaw sprawl,"The southpaw sprawl is a full-body movement that combines elements of a single-arm plank and a sprawl. It also has a rotational component, with a jumping leg-cross and torso twist in a single-arm plank position. It is a challenging move that trains balance, core strength, and many muscle groups, making it work well in a time-efficient bodyweight circuit workout.",Mobility,Full Body,Body Only,Intermediate,0.0,,"Core, Shoulders, Legs, Arms"
2154,Stride Jump Crossover,"The stride jump crossover is a dynamic exercise that improves cardiovascular fitness and leg strength. It involves jumping from one leg to the other while crossing the legs in the air, engaging multiple muscle groups.",Cardio,Legs,Body Only,Intermediate,0.0,Average,"Quadriceps, Hamstrings, Calves, Glutes"
2155,Side Standing Long Jump,The Side Standing Long Jump is a dynamic exercise that focuses on explosive lateral movement. It helps improve power and agility in the lower body.,Power,Legs,Body Only,Intermediate,0.0,,"Quadriceps, Hamstrings, Glutes, Calves"
2156,Wall squat,"The wall squat is a bodyweight exercise targeting the quadriceps, as well as other muscles in the lower body and core. The lifter's back is flat against a wall, and the back slides down and up the wall during each rep. If you don't have a smooth wall to slide on, the exercise can also be performed with an exercise ball between the back and the wall.",Strength,Legs,Body Only,Intermediate,0.0,,"Quadriceps, Hamstrings, Glutes, Calves, Core"
2157,Slide Jump Shot,"The Slide Jump Shot is a dynamic exercise that combines lateral movement with a jumping motion. It helps improve agility, coordination, and cardiovascular fitness.",Cardio,Full Body,Body Only,Beginner,0.0,,"Legs, Arms, Core"
2158,Sprawl frog kick,"The sprawl frog kick is an explosive bodyweight exercise that targets multiple muscle groups across the upper and lower body. It is similar to a traditional sprawl, but with an extra hop in the middle of each rep. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Cardio,Full Body,Body Only,Intermediate,0.0,,"Legs, Core, Shoulders, Arms"
2159,Lateral Speed Step,The Lateral Speed Step is an exercise that focuses on lateral movement to improve agility and cardiovascular endurance. It primarily targets the legs while also engaging the core for stability.,Cardio,Legs,Body Only,Intermediate,0.0,,"Quadriceps, Hamstrings, Calves"
2160,Side Hop-Sprint,The Side Hop-Sprint is a dynamic exercise that combines lateral hops with sprinting to improve cardiovascular fitness and agility. It primarily targets the legs while also engaging the core for stability.,Cardio,Legs,Body Only,Intermediate,0.0,,"Quadriceps, Hamstrings, Calves"
2161,Pop squat,"The pop squat is an explosive bodyweight exercise that targets the lower-body muscles, including the quads, glutes, and hamstrings. It is similar to a jump squat, but alternates between a narrow and wide stance with each jump. It can be performed for time or reps in power training and is also effective in any fat-loss or athleticism-focused workout.",Power,Legs,Body Only,Intermediate,0.0,,"quads, glutes, hamstrings"
2162,Star Jump,The star jump is a high-intensity cardio exercise that involves jumping while spreading your arms and legs outwards. It helps improve cardiovascular fitness and coordination.,Cardio,Full Body,Body Only,Beginner,0.0,,"Legs, Arms, Core"
2163,Side Lunge Touching Heel,"The side lunge cross-body heel-touch is a lower-body exercise targeting the quads, glutes, and hamstrings. The heel-touch adds a slight rotational challenge.",Strength,Legs,Body Only,Intermediate,0.0,,"Quads, Glutes, Hamstrings"
2164,Lying Prone Quadriceps,The Lying Prone Quadriceps exercise primarily targets the quadriceps muscles. It is performed by lying face down and flexing the knees to engage the quads.,Strength,Legs,Body Only,Beginner,0.0,,"Quadriceps, Hamstrings"
2165,Fast Kick With Arm Circles,"The Fast Kick with Arm Circles is an energetic exercise that combines kicking movements with arm circles to enhance cardiovascular fitness. This dynamic workout engages the legs and upper body, promoting coordination and agility.",Cardio,Legs,Body Only,Beginner,0.0,,"Quadriceps, Hamstrings, Calves, Hip Flexors"
